place,title,time,pay,date
서울 강남구, 제이디스포츠패션코리아 강남점(직),14:00~21:30,"시급9,040",2시간전
경기 화성시, 제이디스포츠패션코리아 동탄센터포인트몰,12:00~21:00,"월급1,745,150",5시간전
경기 화성시, 제이디스포츠패션코리아 동탄센터포인트몰,12:00~21:00,"월급1,745,150",5시간전
광주 동구, 제이디스포츠패션코리아 광주충장로점(직,10:30~18:00,"시급9,040",04/15
